0,5,5,5,5,5,5,8,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,5,5,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,5,5,2
4,5,5,5,5,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,6,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,5,5,5,5
7,5,5,5,5,10,-1,15,-1,-1,-1,11,-1,0,5,5,6,-1,4,5,5,5,5,5,5,10,-1,8,5,5,5,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,0,-1,-1,-1,8,5,5,5,10
5,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,11,4,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,4,5,6,-1,-1,-1,11,-1,-1,-1,11,-1,-1,-1,11,-1,-1,-1,11,-1,-1,-1,4,2,-1,-1,-1,-1,-1,-1,7
5,9,9,10,-1,15,-1,-1,-1,15,11,-1,-1,4,-1,12,13,13,13,13,14,-1,13,13,13,13,13,14,-1,8,5,5,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,-1,-1,-1,-1,-1,-1,7
5,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,8,13,13,10,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,-1,-1,0,5,5,5,5
4,10,-1,15,-1,-1,-1,3,11,-1,-1,-1,-1,5,6,-1,-1,-1,-1,-1,-1,12,14,-1,12,13,13,13,13,13,13,13,14,-1,7,-1,-1,15,-1,-1,-1,15,-1,-1,-1,15,-1,-1,-1,-1,-1,8,10,-1,8,5,5,5,5,5
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5
-1,-1,-1,-1,-1,15,11,-1,-1,-1,-1,-1,-1,4,-1,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13
12,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,12,13,13,13,13,13,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,13,13,13
