5,5,5,5,5,5,5,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,5,2,-1,-1,-1,0,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,5,10,-1,-1,-1,5,5,5,5,5,5,2,-1,-1,0,5,5,2,-1,8,5,5,5,2,-1,8,5,5,5,5,2,-1,-1,-1,12,14,-1,3,-1,-1,12,14,-1,15,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,0,5,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,12,-1,-1,-1,-1,-1,8,5,5,10,-1,-1,-1,-1,-1,-1,-1,-1,8,5,2,-1,-1,0,5,5,5,-1,-1,-1,-1,7,-1,-1,-1,0,5,5,5,5,5,5,10,-1,-1,-1,5,5,5,-1,-1,-1,4,5,5,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,10,-1,-1,-1,-1,-1,0,-1,-1,5,2,-1,-1,-1
5,5,5,5,5,10,-1,-1,-1,0,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,8,2,-1,-1,-1,8,5,10,-1,-1,-1,-1,-1,5,-1,-1,5,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,3,-1,5,5,5,5,6,-1,5,5,5,5,2,-1,4,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,6,-1,-1,7,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,5,2,-1,-1,5,-1,-1,-1,5,-1,3,-1,-1,-1,-1,-1,12,13,14,-1,-1,-1,-1,5,5,-1,-1,-1,-1,6,-1,8,5,5,5,5,10,-1,4,5,5,5,10,-1,8,5,5,5,5,-1,5,5,-1,-1,0,-1,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,0,5,-1,-1,7,-1,-1,0,5
2,-1,-1,-1,-1,-1,-1,0,10,-1,-1,-1,-1,-1,15,-1,-1,15,-1,-1,12,14,-1,-1,-1,5,5,-1,-1,-1,5,5,-1,5,5,5,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,5,-1,-1,7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,6,-1,-1,5,5,-1,-1,-1,-1
5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,15,-1,-1,-1,11,-1,-1,-1,11,-1,-1,-1,11,-1,0,5,5,10,-1,-1,-1,-1,11,-1,-1,-1,0,5,5,2,-1,-1,12,5,5,5,14,-1,-1,-1,12,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,0,2,-1,-1,7,-1,-1,-1,-1,5,2,-1,-1
5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1
5,5,5,5,5,5,5,14,-1,12,14,-1,-1,12,14,-1,-1,12,14,-1,12,5,14,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,-1,-1,15,5,5,5,5,5,5,5,5,5,5,2,-1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,5,2,-1,-1,-1,-1,-1,0
